Name,TotalApps,TotalAdmit,TotalEnroll,SATPercent,ACTPercent,SAT25,SAT75,ACT25,ACT75,AssocDegree,PercentAdmit,Tuition14,InStateTuition14,OutofStateTuition14,State,Region,Type,Location,UnderGradEnroll,FTUnderGradEnroll,PTUnderGradEnroll,BlackPercent,LatinPercent,WomenPercent,4yrGradRate,5yrGradRate,6yrGradRate,FinAidPercent,AnyFinAidPercent,FedGrantPercent,PellGrantPercent
Carthage College,7174,5035,726,3,97,480,570,21,27,0,70,34850,48050,48050,Wisconsin,Great Lakes,Private,Midsize Suburb,2902,2581,321,5,4,54,54,64,65,100,100,31,28
Case Western Reserve University,18418,7713,1252,65,60,600,720,29,33,0,42,41800,57798,57798,Ohio,Great Lakes,Private,Large City,4661,4528,133,5,5,45,65,78,80,88,86,20,20
Castleton State College,2251,2072,480,88,20,420,520,17,23,63,92,10286,21828,35556,Vermont,New England,Public,Distant Town,2068,1854,214,1,2,52,34,49,51,90,65,34,34
Catholic University of America,6298,3783,837,88,29,500,610,22,27,13,60,38526,56842,56842,District of Columbia,Mid East,Private,Large City,3713,3456,257,6,10,54,62,68,69,95,93,11,11
Cedar Crest College,1063,625,141,92,15,430,520,17,24,0,59,33000,45021,45021,Pennsylvania,Mid East,Private,Midsize City,1286,640,646,9,12,93,50,56,60,100,100,51,51
Cedarville University,3267,2418,781,51,76,540,640,24,29,0,74,26420,35020,35020,Ohio,Great Lakes,Private,Fringe Town,3238,3044,194,1,2,53,61,72,73,97,95,21,20
Centenary College,1038,944,216,90,6,410,540,18,23,64,91,30540,43435,43435,New Jersey,Mid East,Private,Large Suburb,1708,1610,98,11,10,60,56,57,57,100,99,38,38
Centenary College of Louisiana,670,442,128,26,91,480,585,22,28,0,66,30740,44600,44600,Louisiana,Southeast,Private,Midsize City,586,571,15,15,6,56,49,57,59,100,100,37,37
Central Baptist College,540,292,129,3,85,430,590,18,23,16,54,13350,23224,23224,Arkansas,Southeast,Private,Small City,827,650,177,21,2,49,19,38,38,99,97,58,43
Central Christian College of Kansas,662,334,131,30,66,390,490,18,24,15,50,14800,24500,24500,Kansas,Plains,Private,Remote Town,1037,741,296,14,7,49,27,39,40,93,93,57,57
Central College,2842,1870,309,4,97,470,580,21,26,0,66,30700,45151,45151,Iowa,Plains,Private,Distant Town,1386,1340,46,2,3,53,62,65,65,100,100,37,30
Central Connecticut State University,5551,3560,1293,97,3,450,540,19,25,0,64,8706,23197,34702,Connecticut,New England,Public,Large Suburb,9771,7624,2147,11,11,48,20,45,52,84,69,34,34
Central Methodist University-College of Liberal Arts and Sciences,1285,836,291,5,97,410,480,19,24,9,65,21320,32970,32970,Missouri,Plains,Private,Distant Town,1107,1024,83,3,1,51,26,40,44,100,100,44,44
Central Michigan University,19262,12143,2963,2,99,450,550,20,24,0,63,11220,22004,34454,Michigan,Great Lakes,Public,Distant Town,20534,17880,2654,7,3,56,21,51,59,92,69,35,35
Central State University,7142,2377,420,13,57,370,470,15,19,0,33,6058,17804,25256,Ohio,Great Lakes,Public,Fringe Rural,2036,1840,196,95,1,53,10,20,25,91,87,81,81
Central Washington University,4507,3703,1502,87,23,430,550,18,23,0,82,8976,22785,34695,Washington,Far West,Public,Distant Town,10423,8996,1427,3,12,50,43,50,51,85,73,36,36
Centre College,2533,1737,377,37,79,550,670,26,31,0,69,36020,48020,48020,Kentucky,Southeast,Private,Distant Town,1381,1378,3,5,2,51,80,82,82,97,97,16,15
Chaminade University of Honolulu,914,764,267,72,29,430,520,19,23,112,84,20090,35309,35309,Hawaii,Far West,Private,Large City,2036,1644,392,6,6,66,27,36,38,100,99,42,40
Champlain College,5047,3573,594,85,25,500,620,22,28,28,71,31350,46850,46850,Vermont,New England,Private,Small City,2898,2332,566,3,4,40,50,55,57,93,92,25,25
Chapman University,11750,5253,1289,78,51,550,640,24,29,0,45,43573,59459,59459,California,Far West,Private,Midsize City,6005,5753,252,2,14,59,59,73,76,87,81,19,18
Charleston Southern University,3640,2507,656,78,59,430,540,18,23,0,69,22090,35740,35740,South Carolina,Southeast,Private,Small City,2912,2601,311,30,3,64,23,34,36,100,100,46,45
Chestnut Hill College,1829,1058,192,93,15,430,540,19,23,0,58,31170,44378,44378,Pennsylvania,Mid East,Private,Large City,1517,1165,352,35,7,68,27,36,42,98,98,41,41
Chicago State University,5219,1495,276,3,99,430,510,17,20,0,29,9032,23202,29594,Illinois,Great Lakes,Public,Large City,4340,2852,1488,78,6,71,4,15,21,97,91,86,85
Chowan University,3708,2282,474,72,39,360,430,14,17,3,62,22510,31780,31780,North Carolina,Southeast,Private,Distant Town,1361,1285,76,70,3,53,15,22,24,100,100,74,74
Christopher Newport University,7016,4141,1276,75,27,540,630,23,28,0,59,11092,25808,35708,Virginia,Southeast,Public,Midsize City,5094,4962,132,8,5,57,50,64,66,75,57,15,15
Citadel Military College of South Carolina,2557,2056,676,64,36,480,590,21,25,0,80,10838,25442,44243,South Carolina,Southeast,Public,Midsize City,2735,2517,218,9,6,9,62,67,69,85,69,22,21
Claflin University,4354,2290,435,69,58,380,490,15,21,0,53,15010,32300,32300,South Carolina,Southeast,Private,Distant Town,1834,1767,67,91,2,63,29,42,44,98,97,92,92
Claremont McKenna College,5518,647,337,58,42,650,740,29,33,0,12,45625,62010,62010,California,Far West,Private,Large Suburb,1316,1312,4,4,11,48,84,91,93,53,49,11,11
Clark Atlanta University,5873,3336,781,60,50,390,470,17,21,0,57,21100,35471,35471,Georgia,Southeast,Private,Large City,2629,2514,115,87,1,75,21,35,39,98,83,69,69
Clarke University,1250,969,181,6,96,470,530,20,25,3,78,28000,40800,40800,Iowa,Plains,Private,Small City,1011,877,134,3,3,66,59,68,70,99,99,34,34
Clarkson University,6747,4320,757,89,41,520,620,24,28,0,64,40540,57514,57514,New York,Mid East,Private,Remote Town,3110,3084,26,2,4,28,61,72,73,100,99,30,29
Clayton  State University,2046,976,545,71,44,440,520,18,21,43,48,5153,18830,28592,Georgia,Southeast,Public,Large Suburb,6893,3939,2954,62,1,70,9,22,29,94,82,70,70
Clearwater Christian College,468,328,126,52,67,460,580,19,25,0,70,17125,30125,30125,Florida,Southeast,Private,Midsize City,495,475,20,4,12,48,44,53,53,100,100,51,51
Clemson University,18500,10706,3463,64,36,560,660,26,31,0,58,13054,28502,45936,South Carolina,Southeast,Public,Large Suburb,16931,16050,881,6,3,46,59,79,83,91,89,16,16
Cleveland State University,6768,4255,1727,22,88,450,570,19,25,0,63,9499,25317,28496,Ohio,Great Lakes,Public,Large City,12133,8998,3135,19,5,54,8,23,32,92,80,53,53
Coastal Carolina University,10993,8139,2206,62,38,450,530,19,23,0,74,9760,22656,35666,South Carolina,Southeast,Public,Small City,8867,8032,835,20,4,54,27,42,46,91,73,39,39
Coe College,2972,1834,390,9,94,493,693,23,28,0,62,35730,47260,47260,Iowa,Plains,Private,Midsize City,1419,1351,68,4,5,54,61,66,67,100,99,34,33
Coker College,1273,678,247,58,39,430,520,18,22,0,53,24579,34689,34689,South Carolina,Southeast,Private,Distant Town,1144,1007,137,36,3,63,39,43,43,100,100,59,59
Colby College,5407,1408,483,67,32,620,710,28,32,0,26,45760,59110,59110,Maine,New England,Private,Remote Town,1820,1820,0,3,6,52,89,92,93,47,41,12,12
Colgate University,8374,2209,759,66,34,620,720,30,32,0,26,46380,60050,60050,New York,Mid East,Private,Distant Town,2890,2871,19,4,8,55,87,91,91,41,41,12,12
College of Charleston,11509,8092,2138,62,40,530,630,23,28,0,70,10626,26656,43120,South Carolina,Southeast,Public,Midsize City,10488,9708,780,6,4,62,52,62,64,75,62,20,20
College of Mount Saint Vincent,2416,1766,386,88,12,420,500,17,23,0,73,30290,44835,44835,New York,Mid East,Private,Large City,1669,1489,180,17,34,72,37,49,52,100,100,62,62
College of Mount St Joseph,1197,1048,324,29,88,400,520,19,24,5,88,25800,35880,35880,Ohio,Great Lakes,Private,Large Suburb,1795,1223,572,9,2,63,39,57,57,100,100,36,34
College of Our Lady of the Elms,993,744,198,90,8,420,520,16,22,4,75,30132,44612,44612,Massachusetts,New England,Private,Large Suburb,1347,1006,341,8,10,76,57,67,68,100,100,49,49
College of Saint Benedict,2077,1569,538,7,95,470,570,23,28,0,76,37926,49970,49970,Minnesota,Plains,Private,Midsize Suburb,2051,2015,36,2,5,100,75,81,82,100,100,29,29
College of St Joseph,183,125,33,61,15,335,500,16,18,3,68,21100,33700,33700,Vermont,New England,Private,Remote Town,176,120,56,21,1,52,13,19,19,96,96,75,75
College of the Ozarks,3006,391,357,3,98,510,560,20,25,0,13,18330,27276,27276,Missouri,Plains,Private,Distant Town,1513,1498,15,1,2,53,50,64,65,100,100,67,67
College of William and Mary,14046,4665,1479,89,36,640,740,28,32,0,33,15463,28329,51306,Virginia,Southeast,Public,Small Suburb,6271,6195,76,7,9,55,83,89,90,53,33,12,11
Colorado College,5780,1288,522,49,47,610,710,27,32,0,22,44222,57400,57400,Colorado,Rocky Mountains,Private,Large City,2041,2025,16,2,9,55,79,86,87,53,44,10,10
Colorado Mesa University,6459,5304,2214,12,87,430,540,18,23,200,82,6725,19729,29752,Colorado,Rocky Mountains,Public,Small City,9576,7267,2309,2,14,55,13,29,33,90,71,43,43
Colorado School of Mines,11682,4373,949,42,88,570,670,27,31,0,37,16485,30603,46533,Colorado,Rocky Mountains,Public,Large Suburb,4291,4080,211,1,8,27,41,66,70,87,72,16,16
Colorado State University-Fort Collins,17970,13914,4443,28,92,510,620,22,27,0,77,9313,23203,39056,Colorado,Rocky Mountains,Public,Midsize City,23548,20400,3148,2,9,51,37,59,64,73,46,24,24
Colorado State University-Pueblo,3147,2969,916,12,89,420,510,18,23,0,94,7327,20938,31260,Colorado,Rocky Mountains,Public,Midsize City,5207,3742,1465,7,29,56,18,28,33,94,73,50,50
Columbia College,457,297,128,77,70,470,570,20,24,0,65,26800,39316,39316,South Carolina,Southeast,Private,Midsize City,1010,723,287,38,6,95,32,40,42,98,98,51,51
Columbia International University,302,189,103,78,47,480,620,19,25,15,63,18930,32130,32130,South Carolina,Southeast,Private,Midsize City,584,511,73,11,4,46,52,63,64,93,93,51,42
Columbia University in the City of New York,31851,2362,1415,90,32,690,780,31,34,0,7,49138,64144,64144,New York,Mid East,Private,Large City,7970,7374,596,7,14,47,86,92,93,57,49,15,15
Columbus State University,3170,1757,1045,69,44,440,550,19,23,41,55,5514,19620,29662,Georgia,Southeast,Public,Midsize City,7013,4979,2034,36,5,59,12,24,31,93,82,52,52
Concord University,2698,1233,529,28,78,430,530,18,24,0,46,6160,17720,25050,West Virginia,Southeast,Public,Remote Town,2505,2275,230,6,1,57,19,32,36,98,94,50,50
Concordia College at Moorhead,2493,1994,684,6,96,510,650,22,28,0,80,32814,42964,42964,Minnesota,Plains,Private,Midsize Suburb,2531,2488,43,2,2,62,62,71,71,100,100,27,26
Concordia College-New York,1358,910,153,86,18,420,500,16,20,2,67,28095,41175,41175,New York,Mid East,Private,Large Suburb,887,812,75,22,23,67,28,38,39,94,94,58,58
Concordia University-Chicago,3692,2009,376,14,93,440,590,20,24,0,54,27598,38862,38862,Illinois,Great Lakes,Private,Large Suburb,1604,1489,115,14,22,60,45,50,53,100,100,52,52
Concordia University-Irvine,2055,1874,373,83,38,453,550,20,25,0,91,29630,43550,43550,California,Far West,Private,Midsize City,1944,1746,198,3,18,62,54,61,63,100,100,27,27
Concordia University-Nebraska,1299,929,282,22,84,430,570,21,27,0,72,24750,34550,34550,Nebraska,Plains,Private,Distant Town,1508,1134,374,3,4,51,42,63,64,100,100,28,28
Concordia University-Portland,1790,1001,217,79,39,440,550,18,24,0,56,27492,39022,39022,Oregon,Far West,Private,Large City,1388,1188,200,6,7,68,36,53,55,99,99,37,37
Concordia University-Saint Paul,1359,712,287,3,81,480,550,18,24,2,52,19700,30850,30850,Minnesota,Plains,Private,Large City,2206,1216,990,13,4,58,30,43,46,99,99,49,49
Concordia University-Texas,1680,787,192,72,45,450,550,20,25,6,47,25880,38420,38420,Texas,Southwest,Private,Large City,1531,1118,413,12,22,65,18,30,34,97,97,38,38
Concordia University-Wisconsin,2510,1755,580,4,94,424,555,20,25,30,70,25160,38440,38440,Wisconsin,Great Lakes,Private,Large Suburb,4363,3059,1304,17,3,66,34,52,56,99,99,28,28
Converse College,1565,814,237,84,60,480,590,21,26,0,52,29124,42094,42094,South Carolina,Southeast,Private,Small City,746,671,75,6,4,100,55,61,62,98,98,44,44
Cooper Union for the Advancement of Science and Art,3193,247,186,86,12,610,710,29,33,0,8,41400,60075,60075,New York,Mid East,Private,Large City,868,863,5,6,9,36,68,82,82,100,100,16,15
Corban University,2896,934,222,89,41,480,590,20,26,5,32,27431,40407,40407,Oregon,Far West,Private,Midsize City,936,846,90,1,4,61,46,52,53,100,100,45,39
Cornell College,2204,1413,261,32,83,520,670,23,29,0,64,36430,48905,48905,Iowa,Plains,Private,Fringe Town,1125,1117,8,5,13,55,64,66,68,96,96,38,37
Cornell University,39999,6222,3223,82,39,640,740,30,34,0,16,45358,61618,61618,New York,Mid East,Private,Small City,14393,14380,13,6,11,51,87,92,93,64,54,15,15
Cornerstone University,2349,1599,362,12,92,465,605,21,26,86,68,24168,35922,35922,Michigan,Great Lakes,Private,Midsize City,2200,1610,590,11,4,59,30,43,48,98,98,41,40
Covenant College,1129,644,268,72,58,530,670,23,28,0,57,29100,40330,40330,Georgia,Southeast,Private,Large Suburb,1104,1050,54,3,2,56,48,57,58,100,98,32,32
Creighton University,5336,4090,966,30,86,520,640,24,30,1,77,34330,48058,48058,Nebraska,Plains,Private,Large City,4076,3815,261,3,7,59,67,76,76,100,99,19,19
Crown College,1049,577,210,4,85,370,435,18,24,12,55,22430,35080,35080,Minnesota,Plains,Private,Fringe Rural,1139,935,204,7,4,53,36,50,51,96,96,42,42
Culver-Stockton College,2040,1209,220,9,93,450,540,18,23,0,59,23300,34952,34952,Missouri,Plains,Private,Remote Rural,830,772,58,12,3,50,38,45,45,100,100,60,57
Cumberland University,795,376,212,12,92,420,540,19,23,0,47,20200,34130,34130,Tennessee,Southeast,Private,Fringe Town,1269,1056,213,11,3,54,20,36,37,100,99,51,47
Curry College,6780,4537,643,96,11,420,515,16,20,0,67,34715,50845,50845,Massachusetts,New England,Private,Large Suburb,2849,2068,781,9,5,63,35,44,45,95,92,32,32
Dakota State University,781,648,318,7,92,400,620,19,24,54,83,7506,18048,20048,South Dakota,Plains,Public,Distant Town,2876,1190,1686,3,3,48,20,43,49,94,77,41,40
Dakota Wesleyan University,665,467,168,10,93,400,580,19,27,49,70,22700,33060,33060,South Dakota,Plains,Private,Remote Town,810,699,111,2,4,55,31,38,38,100,100,37,37
Dallas Baptist University,2631,1113,492,41,59,472,656,18,27,1,42,22350,34176,34176,Texas,Southwest,Private,Large City,3435,2463,972,16,12,58,43,53,55,95,94,25,25
Dartmouth College,23110,2260,1098,69,31,670,780,30,34,0,10,46752,63279,63279,New Hampshire,New England,Private,Remote Town,4276,4200,76,6,7,49,87,93,95,61,45,12,12
Davidson College,4745,1215,483,79,52,630,730,29,33,0,26,42849,57458,57458,North Carolina,Southeast,Private,Large Suburb,1788,1788,0,7,6,50,90,92,92,62,55,13,13
Davis & Elkins College,1022,586,269,31,61,400,520,17,23,28,57,24992,36442,36442,West Virginia,Southeast,Private,Remote Town,874,847,27,4,0,54,22,35,38,100,100,47,47
Defiance College,1704,1220,241,18,90,380,530,18,23,5,72,28690,41700,41700,Ohio,Great Lakes,Private,Distant Town,892,732,160,11,6,48,38,45,46,100,100,50,49
Delaware State University,8884,3703,1036,95,12,410,480,16,19,0,42,7336,21581,29937,Delaware,Mid East,Public,Small City,3892,3579,313,72,5,62,18,33,37,97,90,58,58
Delaware Valley College,1895,1295,416,86,14,430,563,19,25,7,68,32890,47467,47467,Pennsylvania,Mid East,Private,Large Suburb,1807,1609,198,6,6,63,47,55,57,100,99,33,33
Delta State University,472,422,343,5,95,410,475,18,22,0,89,6562,18887,18887,Mississippi,Southeast,Public,Remote Town,2638,2166,472,35,1,60,16,28,35,94,94,53,53
Denison University,4770,2193,582,22,38,590,660,27,31,0,46,43910,56520,56520,Ohio,Great Lakes,Private,Small Suburb,2274,2253,21,6,9,58,78,81,81,100,99,19,19
DePaul University,19957,11948,2425,20,86,530,630,23,28,0,60,33990,49367,49367,Illinois,Great Lakes,Private,Large City,16420,13594,2826,8,17,54,54,68,70,95,94,29,28
DePauw University,5086,3113,641,40,65,520,650,25,29,0,61,40640,53290,53290,Indiana,Great Lakes,Private,Distant Town,2304,2280,24,6,3,55,74,79,79,98,97,21,21
DeSales University,2624,1989,416,88,18,470,590,22,26,0,76,31250,48398,48398,Pennsylvania,Mid East,Private,Fringe Rural,2482,1836,646,5,9,62,63,70,70,99,99,23,23
Dickinson College,5826,2589,625,55,27,590,675,27,31,0,44,46094,60183,60183,Pennsylvania,Mid East,Private,Small City,2396,2356,40,4,6,56,83,85,86,72,68,11,11
Dickinson State University,417,203,165,14,77,425,533,18,23,58,49,5846,16044,18396,North Dakota,Plains,Public,Remote Town,1449,1018,431,4,5,61,15,31,38,82,73,30,29
Dillard University,4726,1675,229,22,85,400,470,17,20,0,35,16094,30358,30358,Louisiana,Southeast,Private,Large City,1183,1128,55,90,1,71,5,11,46,99,99,81,80
Doane College-Crete,1822,1307,287,10,90,430,515,21,26,0,72,26180,38380,38380,Nebraska,Plains,Private,Distant Town,1113,1106,7,4,6,50,51,60,60,100,100,35,34
Dominican College of Blauvelt,1594,1146,286,88,11,410,490,18,23,2,72,24790,39890,39890,New York,Mid East,Private,Large Suburb,1527,1280,247,13,27,66,21,34,36,99,99,50,50
Dominican University,3502,2100,497,3,99,490,540,20,24,0,60,28810,39918,39918,Illinois,Great Lakes,Private,Large Suburb,2069,1907,162,7,40,66,50,61,63,100,100,60,59
Dominican University of California,2322,1800,305,87,38,480,570,20,25,0,78,40600,58860,58860,California,Far West,Private,Small City,1603,1298,305,4,22,74,36,51,53,98,98,31,31
Dordt College,1355,1022,381,21,88,450,610,21,28,15,75,26540,38800,38800,Iowa,Plains,Private,Remote Town,1376,1345,31,2,2,46,54,61,62,100,100,34,34
Drake University,5930,3911,850,10,96,530,640,25,30,0,66,30889,44349,44349,Iowa,Plains,Private,Midsize City,3383,3185,198,3,3,56,61,69,70,99,99,17,16
Drew University,3430,2656,400,76,20,490,610,22,27,0,77,44068,59362,59362,New Jersey,Mid East,Private,Large Suburb,1493,1434,59,10,14,62,65,68,69,97,96,31,31
Drexel University,43945,35815,3040,87,23,510,630,24,30,26,81,37505,57870,57870,Pennsylvania,Mid East,Private,Large City,16616,13977,2639,7,6,47,28,65,70,94,93,18,18
Drury University,1076,871,325,11,86,525,650,22,28,222,81,22295,34719,34719,Missouri,Plains,Private,Midsize City,4231,3008,1223,4,4,61,32,51,54,84,68,63,63
Duke University,30374,4077,1714,79,45,670,760,30,34,0,13,45376,61748,61748,North Carolina,Southeast,Private,Midsize City,6646,6629,17,10,6,50,87,93,94,64,48,15,14
Duquesne University,6793,5033,1547,91,44,510,600,22,27,0,74,31385,44567,44567,Pennsylvania,Mid East,Private,Large City,5970,5740,230,4,3,59,66,74,76,100,100,21,20
D'Youville College,1171,926,258,92,47,480,580,20,25,0,79,22850,37570,37570,New York,Mid East,Private,Large City,2023,1614,409,12,5,73,19,36,41,100,99,38,38
Earlham College,1890,1204,254,39,30,590,700,26,31,0,64,41450,52710,52710,Indiana,Great Lakes,Private,Distant Town,1064,1045,19,13,6,55,59,70,71,97,96,35,34
East Carolina University,15535,9658,4015,85,15,480,550,21,24,0,62,6143,20831,34944,North Carolina,Southeast,Public,Small City,21508,18500,3008,16,5,59,31,52,56,73,49,33,32
East Central University,968,950,612,6,94,370,530,18,23,0,98,5241,13063,20465,Oklahoma,Southwest,Public,Remote Town,3757,3061,696,4,5,60,17,30,34,85,77,50,50
East Stroudsburg University of Pennsylvania,5621,4409,1210,97,15,430,480,18,22,0,78,8991,20866,30990,Pennsylvania,Mid East,Public,Small City,6186,5495,691,9,10,55,36,54,56,83,44,30,30
East Tennessee State University,4721,4083,1881,11,88,440,550,19,25,0,86,7249,23607,38919,Tennessee,Southeast,Public,Small City,11820,9727,2093,6,2,57,17,34,41,94,88,47,46
East Texas Baptist University,709,522,345,62,63,430,520,18,22,0,74,22590,32160,32160,Texas,Southwest,Private,Distant Town,1196,1066,130,19,12,53,24,32,33,100,99,56,55
Eastern Connecticut State University,5112,3299,985,94,13,460,550,20,24,8,65,9376,24394,35899,Connecticut,New England,Public,Fringe Town,5179,4395,784,6,9,54,32,48,51,82,57,26,26
Eastern Kentucky University,9932,5961,2306,6,95,440,560,19,24,208,60,7536,18960,28032,Kentucky,Southeast,Public,Distant Town,13891,10969,2922,5,2,56,18,33,39,97,95,48,48
Eastern Mennonite University,1073,698,232,87,30,433,568,18,25,0,65,29350,41500,41500,Virginia,Southeast,Private,Small City,1184,1122,62,6,7,65,50,61,63,99,99,41,34
Eastern Michigan University,11929,7632,2636,7,96,440,570,19,24,0,64,9364,20756,36301,Michigan,Great Lakes,Public,Large Suburb,19189,13542,5647,21,4,58,12,30,38,97,96,52,52
Eastern Nazarene College,941,525,165,90,25,410,550,17,24,10,56,27922,38522,38522,Massachusetts,New England,Private,Large Suburb,1321,1302,19,21,11,73,41,54,58,100,100,50,47
Eastern New Mexico University-Main Campus,2245,1419,659,13,93,410,540,17,22,17,63,4558,16149,21660,New Mexico,Southwest,Public,Remote Town,4567,2759,1808,4,34,56,12,25,29,99,95,55,55
Eastern University,1821,1167,459,93,7,480,570,18,24,105,64,28090,42192,42192,Pennsylvania,Mid East,Private,Large Suburb,2541,2076,465,21,15,70,49,54,55,100,100,38,38
Eastern Washington University,5204,4146,1579,86,22,420,540,18,23,0,80,7961,21626,33277,Washington,Far West,Public,Fringe Town,11678,9715,1963,4,12,54,19,38,45,88,70,43,43
Eckerd College,3912,2779,534,71,49,510,620,23,28,0,71,37362,51796,51796,Florida,Southeast,Private,Midsize City,2173,1947,226,6,8,61,59,65,66,97,96,19,19
Edinboro University of Pennsylvania,3187,2784,1191,74,24,410,520,17,22,69,87,8849,20287,24139,Pennsylvania,Mid East,Public,Fringe Town,5864,5320,544,7,3,58,23,41,46,91,65,47,47
Edward Waters College,1907,521,208,24,69,350,440,15,18,0,27,11525,23833,23833,Florida,Southeast,Private,Large City,862,845,17,92,2,47,1,19,20,97,96,82,82
Elizabeth City State University,3925,2243,527,96,3,380,450,16,18,0,57,4429,13161,24018,North Carolina,Southeast,Public,Distant Town,2336,2146,190,74,1,59,21,38,42,97,92,77,77
Elizabethtown College,3815,2654,530,93,21,490,610,21,28,0,70,38200,49650,49650,Pennsylvania,Mid East,Private,Large Suburb,1844,1808,36,2,3,64,71,76,77,99,98,23,23
Elmhurst College,2702,1940,506,8,94,450,550,21,26,0,72,32920,46000,46000,Illinois,Great Lakes,Private,Large Suburb,2900,2736,164,5,13,60,59,72,74,89,88,35,35
Elmira College,2324,1854,324,92,37,470,570,20,27,1,80,38150,50800,50800,New York,Mid East,Private,Small City,1408,1188,220,3,3,72,60,63,63,99,99,33,33
Elon University,9949,5370,1474,78,22,560,660,23,26,0,54,30149,43546,43546,North Carolina,Southeast,Private,Midsize Suburb,5599,5464,135,6,5,59,77,81,82,68,56,8,7
Embry-Riddle Aeronautical University-Daytona Beach,4074,3017,944,76,49,470,590,21,27,26,74,31334,46614,46614,Florida,Southeast,Private,Small City,4679,4359,320,6,7,17,34,53,56,92,90,30,30
Embry-Riddle Aeronautical University-Prescott,1689,1334,448,71,53,500,630,23,29,0,79,31034,46314,46314,Arizona,Southwest,Private,Fringe Rural,1879,1753,126,2,7,21,37,56,59,91,90,20,20
